"","page","name","category","address","X5star","X4star","X3star","X2star","X1star","monday","tuesday","wednesday","thursday","friday","saturday","sunday","wifi_rate","TV_rate","noise_rate","alcohol_rate","seating_rate","reservation_rate","delivery_rate","takeout_rate","creditcard_rate","rate","numberrate","normalrate"
"308",31,"Sate Asian Grill","Asian Fusion","89 South St Boston, MA 02111",12,6,7,1,0,"10:30 am - 2:00 pm","10:30 am - 2:00 pm","10:30 am - 2:00 pm","10:30 am - 2:00 pm","10:30 am - 2:00 pm","Closed","Closed",0,0,0,0,0,0,0,1,1,4.11538461538461,26,0.373606615384615
"309",31,"Cafe Fleuri","Breakfast & Brunch","250 Franklin St Boston, MA 02110",79,69,48,11,6,"6:30 am - 2:00 pm","6:30 am - 2:00 pm","6:30 am - 2:00 pm","6:30 am - 2:00 pm","6:30 am - 2:00 pm","7:00 am - 3:00 pm","7:00 am - 3:00 pm",1,0,0,1,0,1,0,0,1,3.95774647887324,213,0.215968478873239
"310",31,"Hong Kong Eatery","Cantonese","79 Harrison Ave Boston, MA 02111",67,136,53,27,26,"9:00 am - 10:30 pm","9:00 am - 10:30 pm","9:00 am - 10:30 pm","9:00 am - 10:30 pm","9:00 am - 10:30 pm","9:00 am - 10:30 pm","9:00 am - 10:30 pm",0,1,0,1,0,0,0,1,1,3.61812297734628,309,-0.123655022653722
"311",32,"Penguin Pizza","Pizza","735 Huntington Ave Boston, MA 02115",127,176,61,20,39,"11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","9:00 am - 12:30 am","9:00 am - 1:00 am",0,1,0,1,0,1,1,1,1,3.78486997635934,423,0.0430919763593378
"312",32,"Crispy Crêpes Cafe","Creperies","714 Commonwealth Ave Boston, MA 02215",35,52,28,9,5,"9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 11:00 pm","9:00 am - 10:00 pm",0,1,0,0,0,0,1,1,1,3.7984496124031,129,0.0566716124031008
"313",32,"Boloco Atlantic Wharf","Mexican","284 Congress St Boston, MA 02210",16,11,4,5,1,"7:00 am - 9:00 pm","7:00 am - 9:00 pm","7:00 am - 9:00 pm","7:00 am - 9:00 pm","7:00 am - 9:00 pm","10:00 am - 4:00 pm","10:00 am - 4:00 pm",1,1,0,0,1,0,0,1,1,3.97297297297297,37,0.231194972972973
"314",32,"Koy","Korean","16 North St Boston, MA 02109",98,44,26,16,10,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 12:00 am",1,1,0,1,1,1,0,1,1,4.05154639175258,194,0.309768391752577
"315",32,"Crave Mad For Chicken","Japanese","75 Kneeland St Boston, MA 02111",40,88,66,37,26,"11:30 am - 3:30 pm 5:00 pm - 10:30 pm","11:30 am - 3:30 pm 5:00 pm - 10:30 pm","11:30 am - 3:30 pm 5:00 pm - 10:30 pm","11:30 am - 3:30 pm 5:00 pm - 11:30 pm","5:00 pm - 1:00 am","12:00 pm - 1:00 am","12:00 pm - 9:30 pm",1,1,0,1,0,1,0,1,1,3.30739299610895,257,-0.434385003891051
"316",32,"Pita Thyme","Lebanese","102 Water St Boston, MA 02109",45,28,6,1,2,"8:00 am - 4:00 pm","8:00 am - 4:00 pm","8:00 am - 4:00 pm","8:00 am - 4:00 pm","8:00 am - 4:00 pm","Closed","Closed",0,0,0,0,0,0,0,1,1,4.3780487804878,82,0.636270780487805
"317",32,"CarmellaÕs Market","Cheese Shops","86 Cottage St Boston, MA 02128",10,4,1,0,0,"8:00 am - 6:00 pm","8:00 am - 6:00 pm","8:00 am - 6:00 pm","8:00 am - 6:00 pm","8:00 am - 6:00 pm","8:00 am - 6:00 pm","Closed",0,0,0,0,0,0,0,1,1,4.6,15,0.858222
"318",32,"The Junction","Bars","110 Dorchester St Boston, MA 02127",19,35,13,1,2,"null","null","null","null","null","null","null",0,1,1,1,0,0,0,1,1,3.97142857142857,70,0.229650571428571
"319",32,"Mooo Restaurant","Steakhouses","15 Beacon St Boston, MA 02108",188,184,84,66,23,"7:00 am - 10:00 pm","7:00 am - 10:00 pm","7:00 am - 10:00 pm","7:00 am - 10:00 pm","7:00 am - 10:30 pm","8:00 am - 10:30 pm","10:30 am - 10:00 pm",0,1,0,1,0,1,0,1,1,3.82201834862385,545,0.0802403486238532
"320",32,"JoeÕs American Bar & Grill","American (Traditional)","181 Newbury St Boston, MA 02116",119,184,139,85,63,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","9:00 am - 12:00 am","9:00 am - 12:00 am","9:00 am - 12:00 am",1,1,0,1,1,1,0,1,1,3.35762711864407,590,-0.384150881355932
"321",33,"Grasshopper Cafe","Sandwiches","229 Bunker Hill St Boston, MA 02129",45,34,17,11,12,"6:30 am - 4:00 pm","6:30 am - 4:00 pm","6:30 am - 4:00 pm","6:30 am - 4:00 pm","6:30 am - 4:00 pm","6:30 am - 4:00 pm","6:30 am - 4:00 pm",0,1,0,0,0,0,0,1,1,3.74789915966387,119,0.00612115966386551
"322",33,"The Bacon Truck","Food Trucks","560 Harrison Ave Boston, MA 02118",17,7,3,4,0,"11:00 am - 2:30 pm 3:00 pm - 8:30 pm","11:00 am - 2:30 pm 3:00 pm - 8:30 pm","11:00 am - 2:30 pm 3:00 pm - 8:30 pm","11:00 am - 2:30 pm 3:00 pm - 8:30 pm","11:00 am - 2:30 pm 3:00 pm - 8:30 pm","Closed","11:00 am - 2:30 pm 3:00 pm - 8:30 pm",0,0,0,0,1,0,0,1,1,4.19354838709677,31,0.451770387096774
"323",33,"Ichiban Yakitori Sushi","Korean","14a Westland Ave Boston, MA 02115",21,21,18,5,6,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","12:00 pm - 10:00 pm",0,1,0,1,0,1,0,1,1,3.64788732394366,71,-0.0938906760563381
"324",33,"Boloco","American (New)","133 Federal St Boston, MA 02110",30,41,23,5,2,"7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","Closed","Closed",1,0,0,0,1,0,0,1,1,3.91089108910891,101,0.169113089108911
"325",33,"Sof‡ Caf_","Cafes","217 Newbury St Boston, MA 02116",28,28,8,7,3,"8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 7:00 pm",1,0,0,0,0,1,0,1,1,3.95945945945946,74,0.21768145945946
"326",33,"Ethel and AndyÕs Sandwich Shop","Sandwiches","134 K St Boston, MA 02127",10,0,1,0,0,"null","null","null","null","null","null","null",0,0,0,0,0,0,0,1,0,4.81818181818182,11,1.07640381818182
"327",33,"Trattoria Il Panino","Italian","11 Parmenter St Boston, MA 02113",103,110,38,25,22,"11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm",0,0,0,1,1,1,0,1,1,3.82885906040268,298,0.0870810604026846
"328",33,"The Maiden","Wine Bars","28 W Broadway Boston, MA 02127",14,7,2,2,1,"4:00 pm - 12:00 am","4:00 pm - 12:00 am","4:00 pm - 12:00 am","4:00 pm - 12:00 am","4:00 pm - 1:00 am","11:30 am - 1:00 am","11:30 am - 11:00 pm",0,1,0,0,1,1,0,1,1,4.19230769230769,26,0.450529692307692
"329",33,"Temptations Cafe","Coffee & Tea","313 Huntington Ave Boston, MA 02115",27,47,18,6,6,"7:30 am - 9:00 pm","7:30 am - 9:00 pm","7:30 am - 9:00 pm","7:30 am - 9:00 pm","7:30 am - 9:00 pm","10:00 am - 7:00 pm","10:00 am - 7:00 pm",1,0,0,0,0,0,0,1,1,3.79807692307692,104,0.0562989230769229
"330",33,"Cactus Mexican Grill","Mexican","44 Maverick Sq Boston, MA 02128",22,21,6,3,6,"6:00 am - 11:00 pm","6:00 am - 11:00 pm","6:00 am - 11:00 pm","6:00 am - 11:00 pm","6:00 am - 11:00 pm","6:00 am - 11:00 pm","6:00 am - 11:00 pm",0,1,0,0,0,0,0,1,1,3.86206896551724,58,0.120290965517241
"331",34,"Mei Mei Restaurant","Asian Fusion","506 Park Dr Boston, MA 02215",59,35,23,9,6,"11:00 am - 2:30 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 9:00 pm",0,0,0,1,0,1,1,1,1,4,132,0.258222
"332",34,"Tavern Road","Modern American","343 Congress St Boston, MA 02210",54,59,43,23,19,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","3:00 pm - 2:00 am","Closed",1,1,0,1,0,1,0,1,1,3.53535353535354,198,-0.206424464646465
"333",34,"Kelley Square Pub","Pubs","84 Bennington St Boston, MA 02128",34,30,10,1,8,"null","null","null","null","null","null","null",0,1,0,1,0,0,1,1,1,3.97590361445783,83,0.234125614457831
"334",34,"Rustic Kitchen","Italian","210 Stuart St Boston, MA 02116",54,99,64,48,27,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:30 am - 10:00 pm",1,1,0,1,0,1,0,1,1,3.35958904109589,292,-0.38218895890411
"335",34,"Bistro Du Midi","French","272 Boylston St Boston, MA 02116",181,129,63,45,13,"11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm",0,0,0,1,1,1,0,0,1,3.97447795823666,431,0.232699958236659
"336",34,"Style Cafe","Cafe","197 8th St Boston, MA 02129",17,18,5,3,3,"7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","8:00 am - 6:00 pm",1,1,0,0,1,0,0,1,1,3.93478260869565,46,0.193004608695652
"337",34,"MulÕs Diner","Diners","75 W Broadway Boston, MA 02127",84,80,18,6,10,"5:00 am - 2:00 pm","5:00 am - 2:00 pm","5:00 am - 2:00 pm","5:00 am - 2:00 pm","5:00 am - 2:00 pm","5:00 am - 2:00 pm","5:00 am - 2:00 pm",0,0,0,0,0,0,0,1,0,4.12121212121212,198,0.379434121212121
"338",34,"New Golden Gate","Chinese","66 Beach St Boston, MA 02111",36,84,43,24,24,"11:00 am - 4:00 am","11:00 am - 4:00 am","11:00 am - 4:00 am","11:00 am - 4:00 am","11:00 am - 4:00 am","11:00 am - 4:00 am","11:00 am - 4:00 am",0,0,0,1,0,1,0,1,1,3.39810426540284,211,-0.343673734597156
"339",34,"The Mission Bar & Grill","Bars","724 Huntington Ave Boston, MA 02120",43,106,59,24,14,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","9:00 am - 2:00 am","Closed",0,1,0,1,0,1,0,1,1,3.56910569105691,246,-0.172672308943089
"340",34,"Pho & I","Thai","267 Huntington Ave Boston, MA 02115",37,93,73,14,21,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:30 pm","11:30 am - 10:30 pm","11:30 am - 10:00 pm",0,1,0,1,0,1,1,1,1,3.46638655462185,238,-0.275391445378151
"341",35,"Swish Shabu","Japanese","84 86 Peterborough St Boston, MA 02215",84,58,29,8,11,"11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm",0,1,0,1,1,1,0,1,1,4.03157894736842,190,0.289800947368421
"342",35,"Thorntons Fenway Grill","Traditional American","100 Peterborough St Boston, MA 02215",45,69,32,15,17,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 12:00 am","9:00 am - 12:00 am","9:00 am - 12:00 am",0,1,0,1,1,0,0,1,1,3.61797752808989,178,-0.123800471910112
"343",35,"Ittoku","Japanese","1414 Commonwealth Ave Boston, MA 02135",67,71,26,8,12,"5:00 pm - 11:00 pm","5:00 pm - 11:00 pm","5:00 pm - 11:00 pm","5:00 pm - 11:00 pm","5:00 pm - 11:30 pm","5:00 pm - 11:30 pm","5:00 pm - 11:00 pm",0,1,0,1,0,1,0,1,1,3.94021739130435,184,0.198439391304348
"344",35,"RondoÕs Sub Shop","Sandwiches","134 W Broadway Boston, MA 02127",29,9,4,1,2,"7:00 am - 6:00 pm","7:00 am - 6:00 pm","7:00 am - 6:00 pm","7:00 am - 6:00 pm","7:00 am - 6:00 pm","10:00 am - 4:00 pm","Closed",0,1,0,0,0,0,0,1,0,4.37777777777778,45,0.635999777777778
"345",35,"Dudley Cafe","Cafes","15 Warren St Boston, MA 02119",13,5,7,1,4,"7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","7:00 am - 7:00 pm","9:00 am - 5:00 pm","9:00 am - 5:00 pm",1,0,0,1,1,0,1,1,1,3.73333333333333,30,-0.00844466666666666
"346",35,"The Florentine Cafe","Italian","333 Hanover St Boston, MA 02113",63,86,65,55,23,"12:00 pm - 1:00 am","12:00 pm - 1:00 am","12:00 pm - 1:00 am","12:00 pm - 1:00 am","12:00 pm - 1:00 am","12:00 pm - 1:00 am","12:00 pm - 1:00 am",0,1,0,1,0,1,0,1,1,3.38013698630137,292,-0.36164101369863
"347",35,"Union Oyster House","Seafood","41 Union St Boston, MA 02108",238,446,387,259,174,"11:00 am - 9:30 pm","11:00 am - 9:30 pm","11:00 am - 9:30 pm","11:00 am - 9:30 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 9:30 pm",0,1,0,1,0,1,0,1,1,3.2094414893617,1504,-0.532336510638298
"348",35,"Four Winds Bar and Grill","Bars","266 Commercial St Boston, MA 02109",20,5,2,3,3,"1:00 pm - 2:00 am","1:00 pm - 2:00 am","1:00 pm - 2:00 am","1:00 pm - 2:00 am","1:00 pm - 2:00 am","1:00 pm - 2:00 am","1:00 pm - 10:00 pm",1,1,0,1,0,0,0,1,1,4.09090909090909,33,0.349131090909091
"349",35,"Seoul Soulongtang","Korean","1245 Commonwealth Ave Boston, MA 02134",44,94,23,18,9,"11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 10:30 pm",0,1,0,1,0,1,0,1,1,3.77659574468085,188,0.0348177446808511
"350",35,"The Capital Grille","Steakhouses","900 Boylston St Boston, MA 02115",371,177,66,18,15,"11:30 am - 3:00 pm 5:00 pm - 10:00 pm","11:30 am - 3:00 pm 5:00 pm - 10:00 pm","11:30 am - 3:00 pm 5:00 pm - 10:00 pm","11:30 am - 3:00 pm 5:00 pm - 10:00 pm","11:30 am - 3:00 pm 5:00 pm - 11:00 pm","5:00 pm - 11:00 pm","4:00 pm - 9:00 pm",0,1,0,1,1,1,0,0,1,4.34621329211746,647,0.604435292117465
"351",36,"Hot Pot Buffet","Chinese","70 Beach St Boston, MA 02111",72,162,88,31,35,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am",0,0,0,1,0,0,0,0,1,3.52835051546392,388,-0.213427484536083
"352",36,"Legal Harborside","Seafood","270 Northern Ave Boston, MA 02210",215,282,120,73,72,"11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 11:00 pm","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 11:00 pm",0,1,0,1,1,1,0,1,1,3.6496062992126,762,-0.0921717007874014
"353",36,"Pavia Italian Cuisine","Italian","82 Water St Boston, MA 02109",19,22,7,2,5,"11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","11:00 am - 3:00 pm","Closed","Closed",0,0,1,0,0,0,1,1,1,3.87272727272727,55,0.130949272727273
"354",36,"Chau Chow City","Dim Sum","83 Essex St Boston, MA 02111",47,106,88,46,34,"8:00 am - 3:00 am","8:00 am - 2:00 am","8:00 am - 3:00 am","8:00 am - 4:00 am","8:00 am - 4:00 am","8:00 am - 4:00 am","8:00 am - 4:00 am",0,1,0,1,0,1,0,1,1,3.26791277258567,321,-0.47386522741433
"355",36,"Babbo Pizzeria e Enoteca","Pizza","11 Fan Pier Blvd Boston, MA 02210",63,77,55,55,38,"11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:30 am - 12:00 am","11:30 am - 12:00 am","11:30 am - 11:00 pm",0,0,1,1,0,1,0,1,1,3.25,288,-0.491778
"356",36,"LuluÕs Allston","American (New)","421 Cambridge St Boston, MA 02134",66,68,36,17,8,"11:30 am - 1:00 am","11:30 am - 1:00 am","11:30 am - 1:00 am","11:30 am - 1:00 am","11:30 am - 1:00 am","10:30 am - 1:00 am","10:30 am - 1:00 am",1,1,0,1,0,1,0,1,1,3.85641025641026,195,0.114632256410256
"357",36,"Rod Dee Thai 2","Thai","94 Peterborough St Boston, MA 02215",89,96,24,9,9,"11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","11:00 am - 10:30 pm","12:00 pm - 10:30 pm",0,0,0,0,1,0,1,1,0,4.08810572687225,227,0.346327726872246
"358",36,"Sushi Time","Sushi Bars","417 Washington St Boston, MA 02108",9,31,15,1,2,"10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm",0,0,0,0,0,0,0,1,1,3.75862068965517,58,0.0168426896551725
"359",36,"Legal Sea Foods","Seafood","Logan Airport 1 Harborside Dr, Terminal B Boston, MA 02128",48,97,41,18,6,"6:00 am - 9:00 pm","6:00 am - 9:00 pm","6:00 am - 9:00 pm","6:00 am - 9:00 pm","6:00 am - 9:00 pm","7:00 am - 9:00 pm","7:00 am - 9:00 pm",1,1,0,1,0,0,0,1,1,3.77619047619048,210,0.034412476190476
"360",36,"RoyÕs Cold Cuts","Delis","198 Marion St Boston, MA 02128",38,2,2,0,1,"10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 6:00 pm","10:00 am - 4:00 pm","Closed",0,0,0,0,0,0,1,1,1,4.76744186046512,43,1.02566386046512
"361",37,"Falafel King","Falafel","62 Summer St Boston, MA 02110",15,10,6,3,5,"11:00 am - 7:30 pm","11:00 am - 7:30 pm","11:00 am - 7:30 pm","11:00 am - 7:30 pm","11:00 am - 7:30 pm","Closed","Closed",0,0,1,0,0,0,0,1,1,3.69230769230769,39,-0.0494703076923075
"362",37,"Baltic Deli & Cafe","Delis","632 Dorchester Ave Boston, MA 02127",12,18,2,0,0,"9:00 am - 8:00 pm","9:00 am - 8:00 pm","9:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 8:00 pm","8:00 am - 4:00 pm",0,0,0,1,0,0,0,1,1,4.3125,32,0.570722
"363",37,"ThorntonÕs","Breakfast & Brunch","150 Huntington Ave Boston, MA 02115",59,90,71,26,27,"7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","7:00 am - 4:00 pm","8:00 am - 4:00 pm","8:00 am - 4:00 pm",0,0,0,0,1,0,0,1,1,3.46886446886447,273,-0.272913531135531
"364",37,"Mehak","Indian","329 Sumner St Boston, MA 02128",53,30,12,5,10,"12:00 pm - 9:30 pm","12:00 pm - 9:30 pm","12:00 pm - 9:30 pm","12:00 pm - 9:30 pm","12:00 pm - 9:30 pm","12:00 pm - 9:30 pm","12:00 pm - 9:30 pm",0,0,0,0,0,1,1,1,0,4.00909090909091,110,0.267312909090909
"365",37,"Carrie Nation Restaurant & Cocktail Club","American (Traditional)","11 Beacon St Boston, MA 02108",61,65,37,27,16,"11:00 am - 12:00 am","11:00 am - 12:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","10:00 am - 2:30 pm 4:00 pm - 12:00 am",1,1,0,1,0,1,0,1,1,3.62135922330097,206,-0.120418776699029
"366",37,"Dumpling Palace","Taiwanese","179 Massachusetts Ave Boston, MA 02115",22,52,16,12,29,"11:00 am - 3:00 am","11:00 am - 3:00 am","11:00 am - 3:00 am","11:00 am - 3:00 am","11:00 am - 3:00 am","11:00 am - 3:00 am","11:00 am - 3:00 am",0,0,0,0,0,1,1,1,1,3.19847328244275,131,-0.543304717557252
"367",37,"Capital One Caf_","Banks & Credit Unions","129 Tremont St Boston, MA 02108",7,8,0,2,0,"7:00 am - 6:00 pm","7:00 am - 6:00 pm","7:00 am - 6:00 pm","7:00 am - 6:00 pm","7:00 am - 6:00 pm","9:00 am - 6:00 pm","Closed",1,0,0,0,0,0,0,1,1,4.17647058823529,17,0.434692588235294
"368",37,"City Table","Bars","The Lenox 61 Exeter St Boston, MA 02116",35,97,29,17,10,"6:30 am - 11:00 pm","6:30 am - 11:00 pm","6:30 am - 11:00 pm","6:30 am - 1:00 am","6:30 am - 1:00 am","7:00 am - 1:00 am","5:00 pm - 11:00 pm",1,1,0,1,0,1,0,0,1,3.69148936170213,188,-0.0502886382978724
"369",37,"Ashur Restaurant","Halal","291 Roxbury St Boston, MA 02119",11,7,2,1,3,"8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm","8:00 am - 10:00 pm",1,1,1,0,0,1,1,1,1,3.91666666666667,24,0.174888666666666
"370",37,"Clover","Food Stands","138 Tremont St Boston, MA 02111",21,29,8,7,1,"8:00 am - 6:00 pm","8:00 am - 6:00 pm","8:00 am - 6:00 pm","8:00 am - 6:00 pm","8:00 am - 6:00 pm","Closed","Closed",0,0,0,0,1,0,0,1,1,3.93939393939394,66,0.197615939393939
"371",38,"Saraceno","Italian","286 Hanover St Boston, MA 02113",94,103,43,29,26,"6:30 am - 9:00 pm","6:30 am - 10:00 pm","6:30 am - 9:00 pm","7:00 am - 5:30 pm","8:00 am - 9:30 pm","7:30 am - 9:00 pm","7:30 am - 7:00 pm",0,0,0,1,0,1,0,0,1,3.71186440677966,295,-0.0299135932203392
"372",38,"Kaze Shabu Shabu","Japanese","1 Harrison Ave Boston, MA 02111",136,206,46,19,16,"11:30 am - 1:00 am","11:30 am - 1:00 am","11:30 am - 1:00 am","11:30 am - 1:00 am","11:30 am - 2:00 am","11:30 am - 2:00 am","12:00 pm - 1:00 am",0,1,0,1,0,1,0,0,1,4.00945626477541,423,0.267678264775413
"373",38,"Boston Beer Works","Pub","112 Canal St Boston, MA 02114",54,118,98,47,48,"11:00 am - 11:45 pm","11:00 am - 11:45 pm","11:00 am - 11:45 pm","11:00 am - 11:45 pm","11:00 am - 1:00 am","11:00 am - 1:00 am","11:00 am - 11:45 pm",1,1,0,1,1,1,0,1,1,3.22739726027397,365,-0.514380739726028
"374",38,"sweetgreen","Salad","800 Boylston St Ste 17 Boston, MA 02199",12,13,2,0,1,"10:30 am - 9:00 pm","10:30 am - 9:00 pm","10:30 am - 9:00 pm","10:30 am - 9:00 pm","10:30 am - 9:00 pm","10:30 am - 9:00 pm","10:30 am - 9:00 pm",0,0,0,0,0,0,0,1,1,4.25,28,0.508222
"375",38,"Legal Test Kitchen","Modern American","225 Northern Ave Boston, MA 02210",93,176,125,93,49,"11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am","11:00 am - 2:00 am",0,1,0,1,1,1,0,1,1,3.31902985074627,536,-0.422748149253731
"376",38,"Jacob Wirth","German","31 Stuart St Ste 37 Boston, MA 02116",99,271,196,111,65,"11:30 am - 9:00 pm","11:30 am - 9:00 pm","11:30 am - 9:00 pm","11:30 am - 10:00 pm","11:30 am - 12:00 am","11:30 am - 12:00 am","11:30 am - 9:00 pm",1,1,1,1,1,1,0,1,1,3.30727762803234,742,-0.434500371967655
"377",38,"Fromage","Wine Bars","401 W Broadway Boston, MA 02127",20,7,3,3,3,"12:00 pm - 1:30 am","12:00 pm - 1:30 am","12:00 pm - 1:30 am","12:00 pm - 1:30 am","12:00 pm - 1:30 am","10:00 am - 1:30 am","10:00 am - 1:30 am",0,0,0,1,0,1,1,1,0,4.05555555555556,36,0.313777555555555
"378",38,"Grille 705","American (Traditional)","705 Massachusetts Ave Boston, MA 02118",19,24,14,4,5,"null","null","null","null","null","null","null",1,1,0,0,0,0,1,1,1,3.72727272727273,66,-0.014505272727273
"379",38,"Barking Crab","Seafood","88 Sleeper St Boston, MA 02210",151,439,389,232,184,"11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 10:00 pm","11:30 am - 11:00 pm","11:30 am - 11:00 pm","11:30 am - 10:00 pm",0,1,1,1,1,1,0,1,1,3.1010752688172,1395,-0.640702731182796
"380",38,"Hale and Hearty Soups","Soup","185 Franklin St Boston, MA 02110",7,15,4,2,0,"10:30 am - 7:00 pm","10:30 am - 7:00 pm","10:30 am - 7:00 pm","10:30 am - 7:00 pm","10:30 am - 7:00 pm","Closed","Closed",0,0,0,0,0,0,0,1,1,3.96428571428571,28,0.222507714285714
"381",39,"Caf_ Quattro","Pizza","817 Harrison Ave Boston, MA 02118",14,6,3,3,1,"11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","Closed",0,0,0,0,0,0,1,1,1,4.07407407407407,27,0.332296074074074
"382",39,"Jerk","Caribbean","310 Bowdoin St Boston, MA 02122",18,7,3,1,1,"11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","11:00 am - 10:00 pm","24","",1,1,0,0,0,1,0,1,1,4.33333333333333,30,0.591555333333333
"383",39,"Dates & Olives","Mediterranean","160 Chestnut Hill Ave Boston, MA 02135",58,8,1,3,2,"Closed","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","11:00 am - 9:00 pm","Closed",1,0,0,0,0,1,1,1,1,4.625,72,0.883222
"384",39,"Menton","French","354 Congress St Boston, MA 02210",200,59,22,18,8,"5:00 pm - 9:00 pm","5:00 pm - 10:00 pm","11:30 am - 2:00 pm 5:00 pm - 10:00 pm","11:30 am - 2:00 pm 5:00 pm - 10:00 pm","11:30 am - 2:00 pm 5:00 pm - 10:00 pm","5:00 pm - 10:00 pm","5:00 pm - 9:00 pm",0,0,0,1,0,1,0,0,1,4.38436482084691,307,0.642586820846906
